# Train        Test        
    0.804646     0.223890 
    0.321238     0.161814 
    0.264079     0.161740 
    0.261572     0.161488 
    0.262774     0.160629 
    0.274402     0.161872 
    0.266558     0.162690 
    0.271405     0.161843 
    0.276704     0.161874 
    0.265081     0.161486 
