# Train        Test        
    0.639721     0.838440 
    0.850871     0.913649 
    0.875610     0.913649 
    0.862718     0.913649 
    0.865854     0.913649 
    0.863415     0.913649 
    0.862021     0.913649 
    0.858188     0.913649 
    0.862021     0.913649 
    0.862718     0.912256 
