# Train        Test        
    0.356560     0.160109 
    0.165042     0.127855 
    0.153740     0.128973 
    0.151056     0.128654 
    0.143685     0.128075 
    0.152371     0.127530 
    0.152287     0.128804 
    0.151519     0.127323 
    0.153212     0.128752 
    0.152847     0.127474 
