# Train        Test        
    0.493461     0.170731 
    0.192084     0.132930 
    0.163737     0.133538 
    0.169918     0.132409 
    0.168083     0.133245 
    0.166805     0.133209 
    0.165477     0.131541 
    0.166427     0.133402 
    0.170935     0.133422 
    0.166984     0.133092 
