# Train        Test        
    0.704878     0.896936 
    0.881882     0.930362 
    0.898258     0.930362 
    0.897213     0.930362 
    0.895470     0.930362 
    0.897561     0.930362 
    0.898955     0.930362 
    0.897213     0.930362 
    0.893380     0.930362 
    0.898258     0.930362 
