# Train        Test        
    0.741812     0.915042 
    0.871429     0.909471 
    0.869686     0.909471 
    0.866899     0.909471 
    0.864111     0.909471 
    0.861672     0.910864 
    0.868293     0.906685 
    0.873171     0.908078 
    0.865157     0.912256 
    0.872125     0.912256 
