# Train        Test        
    0.478136     0.171020 
    0.229753     0.140955 
    0.218222     0.141387 
    0.221393     0.140887 
    0.226767     0.140925 
    0.229120     0.141228 
    0.217892     0.140860 
    0.212917     0.140593 
    0.221699     0.141067 
    0.211031     0.141221 
