# Train        Test        
    0.821254     0.917827 
    0.909059     0.915042 
    0.909408     0.919220 
    0.910105     0.919220 
    0.910105     0.919220 
    0.905226     0.919220 
    0.911498     0.920613 
    0.910453     0.920613 
    0.910453     0.919220 
    0.911150     0.919220 
