# Train        Test        
    0.312809     0.137309 
    0.177512     0.135942 
    0.164381     0.136217 
    0.159077     0.136730 
    0.165049     0.136329 
    0.166050     0.136532 
    0.161193     0.136526 
    0.160952     0.136721 
    0.162053     0.134985 
    0.162923     0.135594 
