# Train        Test        
    0.465903     0.149736 
    0.201407     0.176660 
    0.219216     0.176960 
    0.218487     0.174217 
    0.219942     0.176876 
    0.219758     0.175959 
    0.220174     0.176414 
    0.221450     0.175334 
    0.223247     0.176067 
    0.216506     0.175275 
