# Train        Test        
    0.732442     0.264227 
    0.368952     0.197853 
    0.308146     0.197961 
    0.291892     0.197329 
    0.290180     0.197209 
    0.296426     0.197598 
    0.307375     0.198892 
    0.296477     0.196980 
    0.298033     0.198350 
    0.297757     0.200095 
