# Train        Test        
    0.840767     0.905292 
    0.914983     0.899721 
    0.908711     0.902507 
    0.905923     0.899721 
    0.906969     0.901114 
    0.904181     0.901114 
    0.908362     0.901114 
    0.904878     0.899721 
    0.900348     0.903900 
    0.905923     0.902507 
