# Train        Test        
    1.289042     0.795038 
    0.686711     0.548434 
    0.767003     0.546663 
    0.765067     0.550500 
    0.752008     0.546381 
    0.770962     0.535090 
    0.802413     0.528130 
    0.822085     0.563790 
    0.743997     0.555529 
    0.758044     0.550502 
