# Train        Test        
    0.510453     0.463788 
    0.691289     0.700557 
    0.698258     0.700557 
    0.696167     0.703343 
    0.702439     0.701950 
    0.702787     0.704735 
    0.698606     0.701950 
    0.700000     0.694986 
    0.697213     0.685237 
    0.686760     0.690808 
